customer_id,company_name,industry,region,tier,contract_type,primary_product,signup_date,last_active_date,days_since_last_active,order_count,avg_order_value,total_revenue,mrr,support_tickets,avg_resolution_hrs,nps_score,discount_pct,churned
CUST-1439,Aegis Global #52,Professional & Legal Services,North America,Mid-Market,Multi-Year,API Data Hub,2025-10-18,2026-08-22,9,20,2515.59,50311.8,3464.52,3,9.3,6,16.5,0
CUST-1440,Terra Solutions #53,Manufacturing & Logistics,North America,Starter,Month-to-Month,Cloud Infrastructure Pro,2025-06-27,2026-08-29,2,6,283.7,1702.2,116.22,4,3.9,5,17.2,0
CUST-1441,Pinnacle Systems #54,SaaS & Cloud Software,Asia-Pacific,Enterprise,Multi-Year,AI Decision Platform,2025-12-09,2026-08-29,2,30,3924.61,117738.3,10053.41,6,11.6,5,2.5,0
CUST-1442,CoreLogic Technologies #55,Professional & Legal Services,Latin America,Starter,Month-to-Month,Cloud Infrastructure Pro,2026-04-19,2026-07-30,32,6,550.54,3303.24,246.21,5,11.9,5,4.3,1
CUST-1443,Novus Systems #56,Manufacturing & Logistics,North America,Mid-Market,Month-to-Month,API Data Hub,2026-01-25,2026-08-09,22,16,2216.82,35469.12,2604.44,1,12.1,7,17.9,0
CUST-1444,Terra Global #57,FinTech & Payments,North America,Mid-Market,Annual Prepaid,Enterprise Analytics Suite,2026-04-06,2026-08-23,8,22,3395.47,74700.34,6065.39,1,17.1,5,13.2,0
CUST-1445,Nexus Networks #58,FinTech & Payments,Asia-Pacific,Growth,Annual Prepaid,AI Decision Platform,2025-05-03,2026-08-16,15,10,919.24,9192.4,834.92,2,7.1,7,25.8,0
CUST-1446,Stratum Capital #59,Healthcare IT,North America,Mid-Market,Annual Prepaid,AI Decision Platform,2024-08-30,2026-08-29,2,15,2707.57,40613.55,3399.56,4,19.7,6,8.8,0
CUST-1447,Aegis Media #60,E-Commerce & Retail,Asia-Pacific,Mid-Market,Annual Prepaid,Cloud Infrastructure Pro,2026-05-30,2026-08-30,1,17,1417.62,24099.54,1931.95,3,28.6,5,12.1,0
CUST-1448,Synergy Media #61,FinTech & Payments,North America,Mid-Market,Quarterly,Enterprise Analytics Suite,2025-07-29,2026-07-31,31,19,2092.47,39756.93,3214.18,4,34.0,2,4.7,1
CUST-1449,Starlight Solutions #62,SaaS & Cloud Software,North America,Mid-Market,Month-to-Month,Enterprise Analytics Suite,2025-09-19,2026-07-31,31,19,1813.33,34453.27,2702.08,4,24.3,4,12.3,1
CUST-1450,Synergy Financial #63,FinTech & Payments,North America,Mid-Market,Quarterly,Enterprise Analytics Suite,2025-07-06,2026-08-22,9,22,3016.06,66353.32,5352.88,3,6.6,8,31.1,0
CUST-1451,Quantum Capital #64,SaaS & Cloud Software,Asia-Pacific,Mid-Market,Multi-Year,API Data Hub,2026-02-16,2026-08-03,28,20,2408.44,48168.8,4214.18,0,3.5,9,31.7,0
CUST-1452,Pulse Retail Group #65,Healthcare IT,North America,Mid-Market,Multi-Year,Enterprise Analytics Suite,2025-11-06,2026-08-10,21,18,2087.98,37583.64,3239.33,4,13.8,6,11.7,0
CUST-1453,Starlight Dynamics #66,E-Commerce & Retail,North America,Growth,Annual Prepaid,Enterprise Analytics Suite,2025-12-17,2026-07-14,48,14,1088.5,15239.0,1060.61,2,4.0,6,6.1,0
CUST-1454,Pinnacle Ventures #67,FinTech & Payments,North America,Mid-Market,Month-to-Month,API Data Hub,2025-07-16,2026-08-06,25,24,2445.86,58700.64,4909.14,3,13.7,4,25.5,0
CUST-1455,Zenith Financial #68,SaaS & Cloud Software,North America,Growth,Multi-Year,Cloud Infrastructure Pro,2026-01-13,2026-08-26,5,11,1476.93,16246.23,1333.89,1,9.8,6,4.4,0
CUST-1456,Solstice Technologies #69,FinTech & Payments,North America,Growth,Annual Prepaid,Enterprise Analytics Suite,2026-02-23,2026-08-27,4,7,923.4,6463.8,483.74,3,16.8,6,7.8,0
CUST-1457,Nexus Systems #70,Manufacturing & Logistics,Asia-Pacific,Growth,Quarterly,Enterprise Analytics Suite,2026-01-28,2026-08-21,10,11,1261.48,13876.28,1066.7,1,5.2,5,10.1,0
CUST-1458,Prism Health #71,SaaS & Cloud Software,Europe (EMEA),Mid-Market,Quarterly,AI Decision Platform,2025-05-23,2026-08-24,7,14,2547.47,35664.58,2457.87,5,15.7,5,6.7,0
CUST-1459,Prism Dynamics #72,FinTech & Payments,Asia-Pacific,Mid-Market,Annual Prepaid,Security & Compliance Shield,2026-03-17,2026-08-01,30,17,4263.67,72482.39,6201.85,2,23.4,6,17.8,1
CUST-1460,Omni Logistics #73,FinTech & Payments,North America,Mid-Market,Annual Prepaid,Enterprise Analytics Suite,2025-12-30,2026-08-18,13,18,3268.91,58840.38,4982.93,3,7.5,5,8.3,0
CUST-1461,Solstice Media #74,Healthcare IT,Europe (EMEA),Starter,Quarterly,Cloud Infrastructure Pro,2025-05-11,2026-08-23,8,5,526.55,2632.75,226.9,0,9.0,6,11.2,0
CUST-1462,Synergy Networks #75,SaaS & Cloud Software,Europe (EMEA),Growth,Quarterly,API Data Hub,2025-03-06,2026-08-09,22,7,617.64,4323.48,359.64,1,4.8,7,18.4,0
CUST-1463,Terra Systems #76,Manufacturing & Logistics,Asia-Pacific,Starter,Annual Prepaid,Security & Compliance Shield,2025-03-04,2026-08-21,10,3,531.0,1593.0,130.36,0,4.5,5,8.7,0
CUST-1464,Nexus Labs #77,Healthcare IT,Latin America,Mid-Market,Annual Prepaid,Cloud Infrastructure Pro,2025-12-31,2026-08-30,1,23,2377.84,54690.32,4410.72,2,12.4,7,10.6,0
CUST-1465,Acro Ventures #78,SaaS & Cloud Software,Asia-Pacific,Starter,Month-to-Month,Enterprise Analytics Suite,2024-12-23,2026-08-22,9,8,323.06,2584.48,175.73,1,15.1,7,3.1,0
CUST-1466,Stratum Global #79,Professional & Legal Services,Europe (EMEA),Mid-Market,Quarterly,Enterprise Analytics Suite,2025-10-09,2026-08-30,1,15,2489.35,37340.25,3202.92,6,19.4,4,7.0,0
CUST-1467,CoreLogic Media #80,Healthcare IT,Asia-Pacific,Mid-Market,Quarterly,API Data Hub,2025-08-29,2026-07-15,47,18,2718.7,48936.6,3488.7,0,3.8,5,10.8,0
CUST-1468,Nexus Labs #81,Manufacturing & Logistics,North America,Mid-Market,Annual Prepaid,Enterprise Analytics Suite,2025-09-15,2026-07-17,45,12,3212.05,38544.6,3531.04,5,13.6,5,1.9,0
CUST-1469,Novus Systems #82,E-Commerce & Retail,Europe (EMEA),Mid-Market,Multi-Year,AI Decision Platform,2025-06-19,2026-08-02,29,15,2449.25,36738.75,3223.26,3,10.4,4,8.9,0
CUST-1470,Beacon Logistics #83,Manufacturing & Logistics,Europe (EMEA),Mid-Market,Quarterly,Enterprise Analytics Suite,2025-09-24,2026-08-12,19,19,2470.22,46934.18,3828.75,6,19.3,2,5.8,0
CUST-1471,Kinetic Capital #84,SaaS & Cloud Software,North America,Mid-Market,Month-to-Month,API Data Hub,2025-06-02,2026-07-29,33,22,3028.06,66617.32,4665.78,0,0.7,6,6.9,0
CUST-1472,Apex Health #85,SaaS & Cloud Software,Asia-Pacific,Mid-Market,Month-to-Month,Cloud Infrastructure Pro,2025-01-31,2026-07-06,56,30,3655.56,109666.8,9724.59,4,11.3,3,20.0,1
CUST-1473,Terra Capital #86,SaaS & Cloud Software,Asia-Pacific,Starter,Annual Prepaid,Enterprise Analytics Suite,2025-10-17,2026-08-06,25,2,638.0,1276.0,89.0,4,12.6,4,17.7,0
CUST-1474,Quantum Health #87,Healthcare IT,North America,Growth,Annual Prepaid,API Data Hub,2026-03-26,2026-08-27,4,8,892.1,7136.8,580.52,4,24.8,4,7.0,0
CUST-1475,CoreLogic Global #88,Healthcare IT,North America,Growth,Multi-Year,Cloud Infrastructure Pro,2026-04-01,2026-08-12,19,10,1657.97,16579.7,1043.69,1,11.9,7,17.7,0
CUST-1476,Solstice Networks #89,SaaS & Cloud Software,Europe (EMEA),Growth,Month-to-Month,API Data Hub,2025-11-01,2026-07-28,34,8,799.63,6397.04,580.72,2,2.6,7,27.1,0
CUST-1477,Aegis Global #90,FinTech & Payments,Asia-Pacific,Growth,Month-to-Month,API Data Hub,2026-02-04,2026-08-07,24,9,1133.77,10203.93,783.14,5,9.6,5,4.1,0
CUST-1478,Vertex Logistics #91,Manufacturing & Logistics,Asia-Pacific,Mid-Market,Quarterly,Enterprise Analytics Suite,2026-05-18,2026-08-05,26,13,3443.24,44762.12,3898.55,3,11.0,5,27.4,0
CUST-1479,Aegis Cloud #92,FinTech & Payments,North America,Mid-Market,Quarterly,API Data Hub,2025-08-04,2026-08-09,22,19,2040.69,38773.11,2809.29,1,16.0,6,25.7,0
CUST-1480,Novus Financial #93,Healthcare IT,Europe (EMEA),Growth,Annual Prepaid,Cloud Infrastructure Pro,2026-04-16,2026-08-20,11,16,1263.07,20209.12,1740.26,4,10.0,5,36.4,0
CUST-1481,Beacon Systems #94,E-Commerce & Retail,North America,Enterprise,Multi-Year,API Data Hub,2025-01-16,2026-06-19,73,38,6420.17,243966.46,22125.08,6,29.3,3,30.9,0
CUST-1482,Omni Labs #95,SaaS & Cloud Software,Europe (EMEA),Growth,Multi-Year,Security & Compliance Shield,2026-01-28,2026-08-03,28,13,1656.55,21535.15,1833.06,2,8.5,7,25.7,0
CUST-1483,Crestview Financial #96,SaaS & Cloud Software,North America,Enterprise,Annual Prepaid,AI Decision Platform,2025-01-31,2026-08-14,17,32,4629.42,148141.44,12566.35,4,11.9,5,2.7,0
CUST-1484,Vertex Networks #97,FinTech & Payments,Europe (EMEA),Enterprise,Annual Prepaid,Cloud Infrastructure Pro,2026-04-07,2026-07-22,40,29,3463.07,100429.03,8231.13,5,35.5,4,34.4,0
CUST-1485,Elevate Media #1,Professional & Legal Services,North America,Enterprise,Month-to-Month,Security & Compliance Shield,2025-09-29,2026-05-25,98,36,5776.72,207961.92,17634.99,4,19.8,2,10.6,1
CUST-1486,Apex Labs #2,SaaS & Cloud Software,North America,Starter,Quarterly,Enterprise Analytics Suite,2025-10-25,2026-08-04,27,6,494.99,2969.94,218.65,0,16.9,7,9.8,1
CUST-1487,Elevate Logistics #3,FinTech & Payments,North America,Mid-Market,Multi-Year,Security & Compliance Shield,2025-03-05,2026-07-24,38,15,2385.35,35780.25,2696.41,4,25.6,4,10.2,0
CUST-1488,Vertex Capital #4,FinTech & Payments,Asia-Pacific,Mid-Market,Multi-Year,AI Decision Platform,2026-02-15,2026-07-18,44,18,2948.21,53067.78,3691.37,5,10.2,3,12.2,0
CUST-1489,Quantum Dynamics #5,FinTech & Payments,North America,Starter,Multi-Year,Enterprise Analytics Suite,2025-12-05,2026-08-19,12,6,322.67,1936.02,118.0,4,10.3,6,9.5,0
CUST-1490,Zenith Global #6,SaaS & Cloud Software,Europe (EMEA),Growth,Annual Prepaid,Cloud Infrastructure Pro,2025-07-13,2026-08-28,3,8,703.83,5630.64,383.47,3,15.5,4,13.2,0
CUST-1491,Starlight Ventures #7,FinTech & Payments,Europe (EMEA),Mid-Market,Annual Prepaid,Security & Compliance Shield,2026-01-03,2026-08-07,24,7,2076.01,14532.07,1156.45,4,3.9,5,9.4,0
CUST-1492,Omni Financial #8,Manufacturing & Logistics,North America,Growth,Quarterly,Enterprise Analytics Suite,2026-01-25,2026-08-24,7,13,1263.19,16421.47,1155.36,1,26.8,8,37.3,0
CUST-1493,Crestview Cloud #9,Professional & Legal Services,Europe (EMEA),Growth,Multi-Year,AI Decision Platform,2025-11-26,2026-07-05,57,11,1388.45,15272.95,1192.83,1,10.4,7,17.3,0
CUST-1494,Elevate Technologies #10,FinTech & Payments,Europe (EMEA),Starter,Annual Prepaid,API Data Hub,2026-05-07,2026-07-24,38,3,800.72,2402.16,198.07,2,9.5,6,13.8,0
CUST-1495,Vanguard Capital #11,SaaS & Cloud Software,Europe (EMEA),Starter,Multi-Year,AI Decision Platform,2025-04-13,2026-07-04,58,5,675.86,3379.3,290.07,3,27.5,4,18.7,1
CUST-1496,Solstice Dynamics #12,Professional & Legal Services,Asia-Pacific,Starter,Annual Prepaid,Enterprise Analytics Suite,2026-05-17,2026-08-10,21,5,622.62,3113.1,235.18,2,10.8,5,15.7,0
CUST-1497,Zenith Global #13,E-Commerce & Retail,Europe (EMEA),Growth,Multi-Year,Cloud Infrastructure Pro,2026-01-01,2026-08-20,11,12,1757.5,21090.0,1926.34,5,22.0,5,8.0,0
CUST-1498,Prism Ventures #14,E-Commerce & Retail,Europe (EMEA),Enterprise,Quarterly,Cloud Infrastructure Pro,2025-12-20,2026-08-21,10,31,4196.04,130077.24,12028.74,3,13.9,7,3.5,0
CUST-1499,Horizon Capital #15,FinTech & Payments,North America,Growth,Annual Prepaid,Enterprise Analytics Suite,2026-04-08,2026-08-21,10,8,1347.18,10777.44,832.82,0,8.5,9,21.8,0
CUST-1500,Terra Media #16,Healthcare IT,Europe (EMEA),Growth,Multi-Year,Enterprise Analytics Suite,2025-09-14,2026-08-25,6,15,757.41,11361.15,1025.59,6,11.1,5,8.4,0
CUST-1501,Quantum Capital #17,Healthcare IT,North America,Mid-Market,Multi-Year,Security & Compliance Shield,2026-03-28,2026-07-26,36,21,2825.16,59328.36,4326.62,7,12.3,5,1.9,0
CUST-1502,Stratum Ventures #18,Manufacturing & Logistics,Europe (EMEA),Growth,Multi-Year,Cloud Infrastructure Pro,2025-10-20,2026-08-15,16,10,814.55,8145.5,639.05,4,18.5,7,25.3,0
CUST-1503,Elevate Systems #19,Healthcare IT,North America,Mid-Market,Quarterly,Enterprise Analytics Suite,2025-12-15,2026-08-07,24,15,3104.4,46566.0,3168.97,4,16.4,6,3.3,0
CUST-1504,Starlight Cloud #20,Manufacturing & Logistics,Europe (EMEA),Growth,Annual Prepaid,AI Decision Platform,2026-01-08,2026-08-28,3,6,766.19,4597.14,370.15,3,9.6,6,14.5,0
CUST-1505,Acro Global #21,FinTech & Payments,Asia-Pacific,Mid-Market,Multi-Year,Enterprise Analytics Suite,2024-09-13,2026-08-22,9,12,1566.13,18793.56,1482.39,5,15.8,4,9.6,0
CUST-1506,CoreLogic Solutions #22,FinTech & Payments,Europe (EMEA),Mid-Market,Month-to-Month,Cloud Infrastructure Pro,2026-03-14,2026-08-26,5,18,2253.06,40555.08,2930.09,5,24.8,5,2.9,0
CUST-1507,Omni Technologies #23,Professional & Legal Services,North America,Growth,Annual Prepaid,Enterprise Analytics Suite,2025-12-14,2026-08-14,17,14,1101.12,15415.68,1177.21,4,12.3,4,10.2,0
CUST-1508,Aegis Networks #24,E-Commerce & Retail,Europe (EMEA),Enterprise,Quarterly,Cloud Infrastructure Pro,2026-04-29,2026-06-22,70,23,5468.02,125764.46,9402.98,5,15.5,3,50.0,1
CUST-1509,Beacon Labs #25,SaaS & Cloud Software,Asia-Pacific,Mid-Market,Month-to-Month,Enterprise Analytics Suite,2024-05-07,2026-08-27,4,16,3713.0,59408.0,5246.48,3,19.5,6,6.7,0
CUST-1510,Beacon Financial #26,Professional & Legal Services,Asia-Pacific,Starter,Month-to-Month,Cloud Infrastructure Pro,2026-02-06,2026-06-28,64,4,801.14,3204.56,241.39,3,15.5,4,5.2,0
CUST-1511,Crestview Labs #27,SaaS & Cloud Software,Europe (EMEA),Mid-Market,Annual Prepaid,Enterprise Analytics Suite,2026-05-07,2026-08-22,9,19,3422.26,65022.94,5392.42,8,17.7,5,16.0,0
CUST-1512,Terra Logistics #28,Manufacturing & Logistics,North America,Growth,Annual Prepaid,Security & Compliance Shield,2026-05-03,2026-08-11,20,10,1257.64,12576.4,848.85,1,15.4,7,7.2,0
CUST-1513,Crestview Labs #29,SaaS & Cloud Software,North America,Growth,Annual Prepaid,API Data Hub,2026-05-31,2026-08-30,1,7,1164.22,8149.54,543.07,1,5.7,6,30.7,0
CUST-1514,Crestview Health #30,Healthcare IT,Europe (EMEA),Mid-Market,Multi-Year,AI Decision Platform,2025-10-15,2026-08-25,6,22,2623.7,57721.4,4977.05,3,14.5,7,16.8,0
CUST-1515,Horizon Retail Group #31,Manufacturing & Logistics,Asia-Pacific,Growth,Annual Prepaid,Cloud Infrastructure Pro,2025-09-24,2026-08-28,3,10,2092.61,20926.1,1792.72,2,9.1,7,18.4,0
CUST-1516,Omni Logistics #32,FinTech & Payments,North America,Mid-Market,Month-to-Month,AI Decision Platform,2026-03-06,2026-08-24,7,12,2524.07,30288.84,2709.89,1,8.2,7,13.0,0
CUST-1517,Aegis Dynamics #33,FinTech & Payments,Europe (EMEA),Mid-Market,Multi-Year,Cloud Infrastructure Pro,2025-09-23,2026-08-27,4,19,1782.53,33868.07,2950.03,5,14.3,6,11.9,0
CUST-1518,Aegis Labs #34,FinTech & Payments,North America,Mid-Market,Annual Prepaid,Enterprise Analytics Suite,2026-01-07,2026-08-27,4,17,2651.54,45076.18,3800.23,4,18.4,6,1.9,0
CUST-1519,Kinetic Media #35,Healthcare IT,North America,Growth,Month-to-Month,API Data Hub,2026-02-19,2026-08-14,17,12,1328.34,15940.08,1102.73,5,13.8,6,10.2,0
CUST-1520,Terra Networks #36,Healthcare IT,North America,Starter,Quarterly,AI Decision Platform,2026-03-26,2026-08-27,4,7,671.21,4698.47,301.87,1,14.5,7,11.3,0
CUST-1521,Beacon Cloud #37,Healthcare IT,Latin America,Enterprise,Multi-Year,Enterprise Analytics Suite,2025-10-30,2026-08-25,6,42,6553.82,275260.44,27376.41,3,13.9,5,14.8,0
CUST-1522,Vanguard Retail Group #38,SaaS & Cloud Software,North America,Starter,Multi-Year,API Data Hub,2025-12-19,2026-08-26,5,8,491.89,3935.12,292.25,3,17.0,7,14.7,0
CUST-1523,Zenith Media #39,FinTech & Payments,Europe (EMEA),Starter,Quarterly,Cloud Infrastructure Pro,2025-10-11,2026-08-16,15,5,504.31,2521.55,165.4,3,15.5,6,5.0,0
CUST-1524,Zenith Media #40,FinTech & Payments,Europe (EMEA),Growth,Multi-Year,API Data Hub,2025-11-28,2026-08-28,3,14,1439.23,20149.22,1354.8,3,5.6,5,11.7,0
CUST-1525,Prism Global #41,SaaS & Cloud Software,Europe (EMEA),Enterprise,Multi-Year,AI Decision Platform,2025-06-12,2026-07-11,51,32,5284.34,169098.88,16560.37,1,5.1,8,7.2,0
CUST-1526,Pulse Dynamics #42,Manufacturing & Logistics,North America,Growth,Multi-Year,Enterprise Analytics Suite,2025-05-30,2026-08-27,4,11,1942.04,21362.44,1758.16,2,13.1,7,12.6,0
CUST-1527,Nexus Labs #43,Healthcare IT,North America,Starter,Quarterly,Cloud Infrastructure Pro,2025-11-08,2026-08-11,20,7,621.31,4349.17,297.71,0,10.7,9,19.1,0
CUST-1528,Horizon Health #44,E-Commerce & Retail,North America,Mid-Market,Month-to-Month,Cloud Infrastructure Pro,2025-07-19,2026-05-19,104,21,3226.35,67753.35,5696.06,4,14.3,4,35.2,1
CUST-1529,Elevate Systems #45,Professional & Legal Services,North America,Enterprise,Annual Prepaid,API Data Hub,2025-10-08,2026-08-15,16,24,6040.78,144978.72,10912.28,3,4.3,7,10.0,0
CUST-1530,Zenith Media #46,SaaS & Cloud Software,Europe (EMEA),Growth,Quarterly,Enterprise Analytics Suite,2025-11-03,2026-08-27,4,9,998.83,8989.47,820.19,3,11.4,3,6.2,0
CUST-1531,Prism Logistics #47,SaaS & Cloud Software,North America,Mid-Market,Annual Prepaid,Cloud Infrastructure Pro,2024-10-27,2026-08-27,4,22,1903.72,41881.84,3328.03,1,20.9,8,10.7,0
CUST-1532,Horizon Retail Group #48,FinTech & Payments,North America,Mid-Market,Annual Prepaid,Enterprise Analytics Suite,2025-10-03,2026-07-13,49,14,3094.76,43326.64,3001.91,5,17.9,3,10.9,1
CUST-1533,Crestview Logistics #49,Manufacturing & Logistics,North America,Mid-Market,Annual Prepaid,Cloud Infrastructure Pro,2025-07-02,2026-08-25,6,24,3005.4,72129.6,5064.89,2,4.0,5,28.9,0
CUST-1534,Elevate Financial #50,E-Commerce & Retail,Europe (EMEA),Mid-Market,Annual Prepaid,Cloud Infrastructure Pro,2026-03-31,2026-08-15,16,16,3045.03,48720.48,3841.89,3,29.1,6,16.3,0
CUST-1535,Synergy Health #51,Manufacturing & Logistics,Europe (EMEA),Mid-Market,Annual Prepaid,Security & Compliance Shield,2025-05-06,2026-08-14,17,18,2054.46,36980.28,2993.88,1,24.7,6,22.0,0
CUST-1536,Vanguard Dynamics #52,SaaS & Cloud Software,Europe (EMEA),Mid-Market,Annual Prepaid,Cloud Infrastructure Pro,2025-10-20,2026-08-02,29,19,1668.18,31695.42,2200.54,5,12.4,4,15.0,0
CUST-1537,Vertex Solutions #53,Healthcare IT,North America,Enterprise,Month-to-Month,Enterprise Analytics Suite,2026-01-08,2026-05-25,98,27,6520.51,176053.77,16222.96,9,11.8,1,9.5,1
CUST-1538,Solstice Networks #54,SaaS & Cloud Software,North America,Growth,Month-to-Month,API Data Hub,2025-12-07,2026-08-27,4,14,1346.04,18844.56,1504.99,5,22.4,5,14.1,0
CUST-1539,Acro Capital #55,E-Commerce & Retail,North America,Enterprise,Annual Prepaid,Enterprise Analytics Suite,2025-12-16,2026-08-26,5,39,6006.65,234259.35,17461.47,7,6.2,4,6.1,0
CUST-1540,Omni Global #56,SaaS & Cloud Software,Asia-Pacific,Starter,Annual Prepaid,Cloud Infrastructure Pro,2026-02-26,2026-08-29,2,6,620.37,3722.22,218.55,2,21.6,5,14.2,0
CUST-1541,Omni Health #57,Manufacturing & Logistics,Latin America,Mid-Market,Annual Prepaid,Cloud Infrastructure Pro,2025-09-29,2026-08-28,3,17,3066.52,52130.84,3928.7,0,13.9,6,18.5,0
CUST-1542,Vanguard Dynamics #58,SaaS & Cloud Software,Europe (EMEA),Enterprise,Quarterly,Enterprise Analytics Suite,2026-01-27,2026-08-16,15,29,3727.16,108087.64,7601.74,2,15.2,7,21.6,0
CUST-1543,Pulse Solutions #59,SaaS & Cloud Software,Europe (EMEA),Starter,Month-to-Month,Security & Compliance Shield,2026-05-07,2026-08-17,14,7,707.49,4952.43,384.88,3,9.0,5,13.5,0
CUST-1544,Vertex Labs #60,FinTech & Payments,North America,Growth,Annual Prepaid,AI Decision Platform,2025-05-18,2026-08-21,10,12,1751.0,21012.0,1634.0,6,23.3,5,23.3,0
CUST-1545,Crestview Media #61,Manufacturing & Logistics,North America,Mid-Market,Quarterly,AI Decision Platform,2025-05-07,2026-08-30,1,15,1916.29,28744.35,2406.53,5,7.1,7,28.7,0
CUST-1546,Solstice Systems #62,SaaS & Cloud Software,North America,Growth,Month-to-Month,Enterprise Analytics Suite,2025-03-27,2026-07-22,40,7,1557.33,10901.31,914.0,4,12.5,6,10.2,1
CUST-1547,Vertex Financial #63,FinTech & Payments,Asia-Pacific,Mid-Market,Annual Prepaid,API Data Hub,2025-12-02,2026-08-11,20,16,2586.62,41385.92,2817.74,4,9.7,9,7.4,0
CUST-1548,Vanguard Logistics #64,SaaS & Cloud Software,Europe (EMEA),Mid-Market,Annual Prepaid,Enterprise Analytics Suite,2025-06-16,2026-08-21,10,19,1605.7,30508.3,2776.72,2,8.8,7,28.7,0
CUST-1549,Quantum Labs #65,FinTech & Payments,Europe (EMEA),Growth,Quarterly,AI Decision Platform,2025-09-17,2026-08-07,24,13,1269.01,16497.13,1375.32,2,21.1,4,36.4,0
CUST-1550,Starlight Global #66,SaaS & Cloud Software,North America,Mid-Market,Annual Prepaid,Cloud Infrastructure Pro,2026-01-16,2026-08-18,13,22,3358.04,73876.88,6625.11,2,13.5,6,6.1,0
CUST-1551,Omni Cloud #67,E-Commerce & Retail,Europe (EMEA),Mid-Market,Annual Prepaid,AI Decision Platform,2025-10-13,2026-08-19,12,26,3350.57,87114.82,7385.57,1,21.8,7,5.7,0
CUST-1552,Pinnacle Media #68,Healthcare IT,Europe (EMEA),Enterprise,Multi-Year,Cloud Infrastructure Pro,2025-03-07,2026-08-29,2,41,5236.36,214690.76,20928.73,4,4.0,7,3.4,0
CUST-1553,Zenith Ventures #69,FinTech & Payments,North America,Mid-Market,Month-to-Month,Cloud Infrastructure Pro,2025-08-04,2026-06-10,82,13,2653.16,34491.08,2996.21,2,10.5,4,29.6,0
CUST-1554,Terra Capital #70,Healthcare IT,Asia-Pacific,Mid-Market,Annual Prepaid,Cloud Infrastructure Pro,2025-09-01,2026-08-29,2,18,2757.48,49634.64,3943.32,2,14.0,6,8.8,0
CUST-1555,Synergy Labs #71,SaaS & Cloud Software,Europe (EMEA),Mid-Market,Month-to-Month,Enterprise Analytics Suite,2025-09-02,2026-08-07,24,18,1720.74,30973.32,2549.15,8,13.9,2,14.3,0
CUST-1556,Vertex Media #72,SaaS & Cloud Software,Europe (EMEA),Starter,Multi-Year,Cloud Infrastructure Pro,2026-05-04,2026-08-26,5,6,625.37,3752.22,235.33,2,17.6,5,21.0,0
CUST-1557,Terra Logistics #73,E-Commerce & Retail,North America,Growth,Month-to-Month,AI Decision Platform,2024-07-12,2026-06-17,75,12,1140.43,13685.16,1035.88,1,14.3,6,8.4,0
CUST-1558,Omni Systems #74,E-Commerce & Retail,Europe (EMEA),Growth,Month-to-Month,Cloud Infrastructure Pro,2025-11-23,2026-07-08,54,14,1778.94,24905.16,1648.14,1,7.6,5,15.2,1
CUST-1559,Beacon Ventures #75,SaaS & Cloud Software,Europe (EMEA),Growth,Annual Prepaid,AI Decision Platform,2026-04-22,2026-08-01,30,14,1303.73,18252.22,1568.26,3,15.8,5,20.3,0
CUST-1560,Omni Solutions #76,FinTech & Payments,Latin America,Enterprise,Annual Prepaid,Enterprise Analytics Suite,2025-12-22,2026-07-24,38,40,6859.06,274362.4,20561.8,4,11.3,4,46.2,0
CUST-1561,Aegis Solutions #77,Healthcare IT,Europe (EMEA),Mid-Market,Annual Prepaid,AI Decision Platform,2025-12-18,2026-08-21,10,17,2019.17,34325.89,2441.77,3,20.4,5,15.1,0
CUST-1562,Vertex Financial #78,FinTech & Payments,North America,Mid-Market,Multi-Year,AI Decision Platform,2025-10-24,2026-08-17,14,23,2241.23,51548.29,3660.85,7,20.3,4,40.6,0
CUST-1563,Crestview Ventures #79,SaaS & Cloud Software,North America,Growth,Annual Prepaid,API Data Hub,2025-08-28,2026-07-25,37,8,1196.46,9571.68,850.36,0,5.4,8,10.8,0
CUST-1564,Zenith Technologies #80,Manufacturing & Logistics,North America,Starter,Annual Prepaid,AI Decision Platform,2026-02-21,2026-07-23,39,6,507.46,3044.76,227.1,0,12.4,5,2.3,0
CUST-1565,Vertex Health #81,E-Commerce & Retail,Europe (EMEA),Growth,Annual Prepaid,Enterprise Analytics Suite,2025-07-01,2026-08-23,8,16,1424.92,22798.72,1737.21,1,11.7,6,25.6,0
CUST-1566,Vertex Ventures #82,Professional & Legal Services,Asia-Pacific,Growth,Annual Prepaid,AI Decision Platform,2026-01-29,2026-08-27,4,8,1871.0,14968.0,1008.3,2,11.0,4,26.4,0
CUST-1567,Prism Dynamics #83,Professional & Legal Services,North America,Mid-Market,Month-to-Month,Enterprise Analytics Suite,2025-10-20,2026-08-06,25,14,2642.99,37001.86,3289.71,8,14.4,4,27.0,0
CUST-1568,Aegis Dynamics #84,Manufacturing & Logistics,North America,Growth,Month-to-Month,Cloud Infrastructure Pro,2026-03-23,2026-04-23,130,8,957.79,7662.32,626.66,2,15.9,4,17.4,1
CUST-1569,Terra Retail Group #85,Professional & Legal Services,Asia-Pacific,Growth,Annual Prepaid,Enterprise Analytics Suite,2025-10-11,2026-08-24,7,10,1112.21,11122.1,862.62,3,13.4,6,40.5,0
CUST-1570,CoreLogic Capital #86,Healthcare IT,North America,Growth,Annual Prepaid,Enterprise Analytics Suite,2025-11-19,2026-08-19,12,10,1123.21,11232.1,880.91,5,18.3,4,0.8,0
